Date,SPY,TLT,GLD,XLE,EEM
2011-08-09,90.230255126953125,69.34027099609375,168.61000061035156,19.545999526977539,29.948110580444336
2011-08-10,86.244110107421875,71.403335571289062,174.58000183105469,18.871074676513672,28.360830307006836
2011-08-11,90.115036010742188,67.801101684570312,170.75,19.850618362426758,29.926361083984375
2011-08-12,90.721809387207031,69.143775939941406,169.97000122070312,19.9969482421875,29.911861419677734
2011-08-15,92.641937255859375,68.442939758300781,171.80000305175781,20.671875,30.607667922973633
2011-08-16,91.850845336914062,69.576026916503906,173.91999816894531,20.328437805175781,30.346744537353516
2011-08-17,91.912284851074219,70.794281005859375,174.41999816894531,20.409072875976562,30.564163208007812
2011-08-18,87.949134826660156,72.248268127441406,177.72000122070312,19.22645378112793,29.121854782104492
2011-08-19,86.51287841796875,72.831199645996094,179.94999694824219,18.886011123657227,28.759456634521484
2011-08-22,86.582054138183594,72.647789001464844,184.58999633789062,18.733701705932617,28.730476379394531
2011-08-23,89.431449890136719,71.645706176757812,177.66999816894531,19.578855514526367,29.737916946411133
2011-08-24,90.691078186035156,69.608779907226562,171.64999389648438,19.695323944091797,29.448009490966797
2011-08-25,89.308624267578125,70.361991882324219,172.36000061035156,19.280218124389648,28.875431060791016
2011-08-26,90.606590270996094,71.056228637695312,177.47000122070312,19.653509140014648,29.368289947509766
2011-08-29,93.210289001464844,70.073814392089844,173.88999938964844,20.226902008056641,30.317752838134766
2011-08-30,93.456069946289062,71.200332641601562,179.10000610351562,20.346355438232422,30.361232757568359
2011-08-31,93.870803833007812,70.10003662109375,177.72000122070312,20.498661041259766,30.984540939331055
2011-09-01,92.887680053710938,71.585968017578125,177.8699951171875,20.343376159667969,30.817850112915039
2011-09-02,90.514427185058594,73.911575317382812,183.24000549316406,19.775957107543945,30.12205696105957
2011-09-06,89.853927612304688,74.680191040039062,182.89999389648438,19.560934066772461,29.810396194458008
2011-09-07,92.388481140136719,73.254608154296875,177.08000183105469,20.277669906616211,30.69464111328125
2011-09-08,91.428436279296875,73.911575317382812,181.80999755859375,20.041746139526367,30.013339996337891
2011-09-09,89.032127380371094,74.6998291015625,180.69999694824219,19.378765106201172,28.99864387512207
2011-09-12,89.608161926269531,74.778724670410156,176.66999816894531,19.471342086791992,28.940656661987305
2011-09-13,90.429962158203125,73.714492797851562,178.53999328613281,19.525093078613281,28.984151840209961
2011-09-14,91.681869506835938,74.338539123535156,177.21000671386719,19.766994476318359,28.904422760009766
2011-09-15,93.264053344726562,73.202056884765625,174.39999389648438,20.158214569091797,29.324783325195312
2011-09-16,93.816047668457031,73.734184265136719,176.02999877929688,20.114446640014648,29.375516891479492
2011-09-19,92.88189697265625,75.140022277832031,173.30999755859375,19.796638488769531,28.50578498840332
2011-09-20,92.773841857910156,75.455307006835938,175.77999877929688,19.673715591430664,28.29559326171875
2011-09-21,90.040840148925781,77.951652526855469,173.58999633789062,18.855226516723633,27.244659423828125
2011-09-22,87.130332946777344,80.881568908691406,169.05000305175781,17.790895462036133,25.331226348876953
2011-09-23,87.655311584472656,79.377235412597656,159.80000305175781,17.599014282226562,26.005281448364258
2011-09-26,89.739753723144531,78.102775573730469,157.58000183105469,18.24061393737793,26.396663665771484
2011-09-27,90.743377685546875,76.90716552734375,160.6300048828125,18.507444381713867,27.23741340637207
2011-09-28,88.890571594238281,76.880836486816406,156.22000122070312,17.901828765869141,26.418405532836914
2011-09-29,89.593109130859375,77.412994384765625,157.69999694824219,18.072711944580078,26.780807495117188
2011-09-30,87.354232788085938,79.357574462890625,158.05999755859375,17.54203987121582,25.439945220947266
2011-10-03,84.868324279785156,81.541389465332031,160.96000671386719,16.945419311523438,24.903608322143555
2011-10-04,86.728874206542969,80.507400512695312,157.63999938964844,17.500076293945312,25.287742614746094
2011-10-05,88.334709167480469,79.927848815917969,159.46000671386719,18.144670486450195,25.874814987182617
2011-10-06,89.932792663574219,78.452606201171875,160.49000549316406,18.486457824707031,26.730064392089844
2011-10-07,89.330604553222656,77.873077392578125,159.17999267578125,18.258600234985352,26.411159515380859
2011-10-10,92.318328857421875,76.773162841796875,163.27000427246094,19.086086273193359,27.592554092407227
2011-10-11,92.410942077636719,76.516304016113281,162.10000610351562,19.125059127807617,27.6070556640625
2011-10-12,93.221611022949219,75.403289794921875,163.25999450683594,19.226999282836914,28.382572174072266
2011-10-13,93.036300659179688,76.154045104980469,162.30000305175781,19.20001220703125,28.128900527954102
2011-10-14,94.626663208007812,75.047607421875,163.39999389648438,19.967536926269531,28.694225311279297
2011-10-17,92.820137023925781,76.345039367675781,162.6199951171875,19.604759216308594,27.723018646240234
2011-10-18,94.634422302246094,75.870880126953125,161.83999633789062,20.234367370605469,28.462297439575195
2011-10-19,93.514915466308594,75.84454345703125,159.8699951171875,20.024496078491211,27.918704986572266
2011-10-20,93.924140930175781,75.304450988769531,157.77000427246094,20.180398941040039,27.38237190246582
2011-10-21,95.707496643066406,74.507598876953125,159.52000427246094,20.552169799804688,28.165134429931641
2011-10-24,96.880996704101562,74.632705688476562,161.02000427246094,20.822006225585938,29.266813278198242
2011-10-25,94.997283935546875,76.529434204101562,165.58999633789062,20.387271881103516,28.686986923217773
2011-10-26,95.962257385253906,75.192527770996094,167.39999389648438,20.828001022338867,29.216073989868164
2011-10-27,99.305122375488281,72.643684387207031,169.55000305175781,21.751424789428711,30.991798400878906
2011-10-28,99.281974792480469,73.407737731933594,169.6199951171875,21.89832878112793,30.730880737304688
2011-10-31,96.888671875,76.3187255859375,167.33999633789062,20.89995002746582,29.578475952148438
2011-11-01,94.186622619628906,78.873458862304688,167.3800048828125,20.225374221801758,28.860937118530273
2011-11-02,95.722915649414062,77.889533996582031,169.05999755859375,20.833988189697266,29.745172500610352
2011-11-03,97.467704772949219,76.819892883300781,171.72000122070312,21.382650375366211,30.049577713012695
2011-11-04,96.873252868652344,76.912368774414062,170.85000610351562,21.364656448364258,29.853878021240234
2011-11-07,97.475448608398438,77.401023864746094,174.97999572753906,21.481584548950195,30.107555389404297
2011-11-08,98.726104736328125,76.410514831542969,173.52999877929688,21.832366943359375,30.462701797485352
2011-11-09,95.082176208496094,77.995246887207031,172.07000732421875,20.866971969604492,28.679740905761719
