,realized_return,forecast_var,exception,rolling_exception_rate
2020-08-07,-0.0056815020438838633,-0.014714919270634903,0,0.079365079365079361
2020-08-10,0.0029021036744580732,-0.014714919270634903,0,0.079365079365079361
2020-08-11,-0.014939378660578784,-0.014714919270634903,1,0.083333333333333329
2020-08-12,0.0049427861139519202,-0.014926935627378434,0,0.083333333333333329
2020-08-13,-0.0020890942757547828,-0.014926935627378434,0,0.079365079365079361
2020-08-14,-0.00084016617326799201,-0.014926935627378434,0,0.079365079365079361
2020-08-17,0.0058427163007142456,-0.014926935627378434,0,0.079365079365079361
2020-08-18,0.0026277112883774435,-0.014926935627378434,0,0.079365079365079361
2020-08-19,-0.010339410699946067,-0.014926935627378434,0,0.079365079365079361
2020-08-20,0.0020669703799480852,-0.014926935627378434,0,0.079365079365079361
2020-08-21,0.0015804035226787473,-0.014926935627378434,0,0.079365079365079361
2020-08-24,0.0066528031177383214,-0.014926935627378434,0,0.079365079365079361
2020-08-25,-0.0007309612293453394,-0.014926935627378434,0,0.079365079365079361
2020-08-26,0.0029808839324771798,-0.014926935627378434,0,0.079365079365079361
2020-08-27,-0.0057542233621805999,-0.014926935627378434,0,0.079365079365079361
2020-08-28,0.0081048255405144713,-0.014926935627378434,0,0.079365079365079361
2020-08-31,-0.0038163424987377797,-0.014926935627378434,0,0.079365079365079361
2020-09-01,0.0078385897626105372,-0.014926935627378434,0,0.079365079365079361
2020-09-02,0.0054508292633878739,-0.014926935627378434,0,0.079365079365079361
2020-09-03,-0.016912074520716126,-0.014926935627378434,1,0.083333333333333329
2020-09-04,-0.0078684391547054408,-0.015662499273386952,0,0.083333333333333329
2020-09-08,-0.015060581395572044,-0.015662499273386952,0,0.083333333333333329
2020-09-09,0.010859783500079118,-0.015729160777633248,0,0.083333333333333329
2020-09-10,-0.01142937851521077,-0.015729160777633248,0,0.083333333333333329
2020-09-11,0.0017858748787913826,-0.015729160777633248,0,0.083333333333333329
2020-09-14,0.0088197172677246041,-0.015729160777633248,0,0.083333333333333329
2020-09-15,0.0013769452982217269,-0.015729160777633248,0,0.083333333333333329
2020-09-16,0.0019727480298961215,-0.015729160777633248,0,0.083333333333333329
2020-09-17,-0.0038296581420452724,-0.015729160777633248,0,0.083333333333333329
